data,moeda,close,media_movel_200,multiplo_de_mayer
2024-01-28,BTC/USDT,42031.06,33796.32355,1.2436577587445898
2024-01-29,BTC/USDT,43302.7,33855.5659,1.2790422741094987
2024-01-30,BTC/USDT,42941.1,33918.711350000005,1.2660003370086756
2024-01-31,BTC/USDT,42580.0,33980.16375,1.2530840143464583
2024-02-01,BTC/USDT,43082.94,34044.4185,1.2654920218419945
2024-02-02,BTC/USDT,43200.0,34109.7285,1.2665008459390112
2024-02-03,BTC/USDT,43011.09,34175.4883,1.2585362240457
2024-02-04,BTC/USDT,42582.88,34238.85665,1.2437004084363896
2024-02-05,BTC/USDT,42708.7,34303.400149999994,1.2450281841813282
2024-02-06,BTC/USDT,43098.95,34369.3863,1.2539924229022383
2024-02-07,BTC/USDT,44349.6,34442.164300000004,1.2876542720632684
2024-02-08,BTC/USDT,45288.65,34518.188799999996,1.3120227791326065
2024-02-09,BTC/USDT,47132.77,34607.97015,1.3619050697199009
2024-02-10,BTC/USDT,47751.09,34700.58105,1.3760890611945529
2024-02-11,BTC/USDT,48299.99,34795.3212,1.388117377114484
2024-02-12,BTC/USDT,49917.27,34898.79365,1.4303437104623242
2024-02-13,BTC/USDT,49699.59,35000.7209,1.419959038615116
2024-02-14,BTC/USDT,51795.17,35112.93225,1.475102381972101
2024-02-15,BTC/USDT,51880.0,35225.926799999994,1.472778851059215
2024-02-16,BTC/USDT,52124.11,35340.386099999996,1.4749162573523782
2024-02-17,BTC/USDT,51642.64,35450.06935,1.4567711981076845
2024-02-18,BTC/USDT,52137.67,35564.82765,1.4659896713994058
2024-02-19,BTC/USDT,51774.73,35677.7331,1.4511776814654183
2024-02-20,BTC/USDT,52258.82,35793.45725,1.460010404555151
2024-02-21,BTC/USDT,51849.39,35907.34355,1.4439773281418364
2024-02-22,BTC/USDT,51288.42,36018.34355,1.4239527680889146
2024-02-23,BTC/USDT,50744.15,36126.009000000005,1.4046431201409486
2024-02-24,BTC/USDT,51568.22,36234.998,1.4231605587504104
2024-02-25,BTC/USDT,51728.85,36345.7323,1.4232441259685389
2024-02-26,BTC/USDT,54476.47,36470.835900000005,1.4936995178659997
2024-02-27,BTC/USDT,57037.34,36608.89245,1.5580187266768841
2024-02-28,BTC/USDT,62432.1,36773.9021,1.6977284550937009
2024-02-29,BTC/USDT,61130.98,36933.037800000006,1.6551841830893206
2024-03-01,BTC/USDT,62387.9,37097.822649999995,1.6817132527857404
2024-03-02,BTC/USDT,61987.28,37261.75905,1.6635629014943136
2024-03-03,BTC/USDT,63113.97,37433.676349999994,1.6860211487082544
2024-03-04,BTC/USDT,68245.71,37641.78784999999,1.813030514702293
2024-03-05,BTC/USDT,63724.01,37830.137899999994,1.6844773383710032
2024-03-06,BTC/USDT,66074.04,38030.00805,1.7374185120636596
2024-03-07,BTC/USDT,66823.17,38233.17395,1.7477798230246067
2024-03-08,BTC/USDT,68124.19,38443.160299999996,1.7720756948278265
2024-03-09,BTC/USDT,68313.27,38654.44665,1.767281022505596
2024-03-10,BTC/USDT,68955.88,38867.06245,1.7741469422523855
2024-03-11,BTC/USDT,72078.1,39096.5527,1.8435922101131952
2024-03-12,BTC/USDT,71452.01,39323.5127,1.817030196287627
2024-03-13,BTC/USDT,73072.41,39558.7879,1.8471852622157818
2024-03-14,BTC/USDT,71388.94,39785.22375,1.794358137799841
2024-03-15,BTC/USDT,69499.85,40002.123,1.7374040372807216
2024-03-16,BTC/USDT,65300.63,40190.04445,1.6247961626725693
2024-03-17,BTC/USDT,68393.48,40395.5119,1.693096009509908
2024-03-18,BTC/USDT,67609.99,40603.857950000005,1.6651124650090052
2024-03-19,BTC/USDT,61937.4,40784.5197,1.5186497341539125
2024-03-20,BTC/USDT,67840.51,40994.3747,1.6548736380652733
2024-03-21,BTC/USDT,65501.27,41192.025,1.5901444515048724
2024-03-22,BTC/USDT,63796.64,41381.8781,1.5416564672544428
2024-03-23,BTC/USDT,63990.01,41572.86765,1.5392253076869475
2024-03-24,BTC/USDT,67209.99,41780.117849999995,1.608659655803245
2024-03-25,BTC/USDT,69880.01,41998.2429,1.6638793714867532
2024-03-26,BTC/USDT,69988.0,42218.6304,1.6577515503676783
2024-03-27,BTC/USDT,69469.99,42436.4723,1.6370349898287846
2024-03-28,BTC/USDT,70780.6,42661.167250000006,1.65913416257967
2024-03-29,BTC/USDT,69850.54,42884.60734999999,1.6288021347594315
2024-03-30,BTC/USDT,69582.18,43103.317749999995,1.6143114644579768
2024-03-31,BTC/USDT,71280.01,43328.607800000005,1.6451027074080138
2024-04-01,BTC/USDT,69649.8,43544.243149999995,1.5995179835844733
2024-04-02,BTC/USDT,65463.99,43738.5631,1.4967110339296903
2024-04-03,BTC/USDT,65963.28,43935.58114999999,1.5013635480271783
2024-04-04,BTC/USDT,68487.79,44145.38255,1.5514145771062073
2024-04-05,BTC/USDT,67820.62,44350.67309999999,1.529190320225377
2024-04-06,BTC/USDT,68896.0,44559.1018,1.5461712022211365
2024-04-07,BTC/USDT,69360.39,44770.27875,1.5492507962104212
2024-04-08,BTC/USDT,71620.0,44995.53835,1.5917133703990898
2024-04-09,BTC/USDT,69146.0,45208.36765,1.5294956131865558
2024-04-10,BTC/USDT,70631.08,45428.64325,1.5547697432060112
2024-04-11,BTC/USDT,70006.23,45647.4325,1.5336290819861553
2024-04-12,BTC/USDT,67116.52,45851.491050000004,1.4637805328252242
2024-04-13,BTC/USDT,63924.51,46040.005249999995,1.3884557495787864
2024-04-14,BTC/USDT,65661.84,46236.4495,1.4201315349700454
2024-04-15,BTC/USDT,63419.99,46418.4425,1.3662670823132423
2024-04-16,BTC/USDT,63793.39,46602.87465,1.3688724242679309
2024-04-17,BTC/USDT,61277.37,46774.4487,1.3100607640085344
2024-04-18,BTC/USDT,63470.08,46951.83625,1.3518125183016672
2024-04-19,BTC/USDT,63818.01,47133.45375,1.3539854375725648
2024-04-20,BTC/USDT,64940.59,47321.024399999995,1.3723411701966453
2024-04-21,BTC/USDT,64941.15,47506.83729999999,1.3669853370769436
2024-04-22,BTC/USDT,66819.32,47703.88195,1.4007103252107558
2024-04-23,BTC/USDT,66414.0,47896.296500000004,1.3866207797506849
2024-04-24,BTC/USDT,64289.59,48077.9611,1.3371946007918376
2024-04-25,BTC/USDT,64498.34,48260.867549999995,1.3364521458959973
2024-04-26,BTC/USDT,63770.01,48441.767,1.316426174131922
2024-04-27,BTC/USDT,63461.98,48622.126299999996,1.3052078308636208
2024-04-28,BTC/USDT,63118.62,48803.341799999995,1.2933257779490832
2024-04-29,BTC/USDT,63866.0,48988.873649999994,1.3036837804496044
2024-04-30,BTC/USDT,60672.0,49157.92364999999,1.234226254794226
2024-05-01,BTC/USDT,58364.97,49315.4861,1.1835018696084596
2024-05-02,BTC/USDT,59060.61,49475.0184,1.1937460946957423
2024-05-03,BTC/USDT,62882.01,49646.92455,1.2665841956971733
2024-05-04,BTC/USDT,63892.04,49824.405199999994,1.2823442596761798
2024-05-05,BTC/USDT,64012.0,50002.86519999999,1.2801666413307853
2024-05-06,BTC/USDT,63165.19,50175.122599999995,1.2588945821529494
2024-05-07,BTC/USDT,62312.08,50338.337799999994,1.2378652677721116
2024-05-08,BTC/USDT,61193.03,50494.753950000006,1.2118690599144901
2024-05-09,BTC/USDT,63074.01,50660.1617,1.2450416240973035
2024-05-10,BTC/USDT,60799.99,50798.8117,1.1968781939046815
2024-05-11,BTC/USDT,60825.99,50933.328,1.1942276774060394
2024-05-12,BTC/USDT,61483.99,51068.2677,1.203956835998179
2024-05-13,BTC/USDT,62940.08,51212.2098,1.2290053533288463
2024-05-14,BTC/USDT,61577.49,51350.637149999995,1.1991572727739759
2024-05-15,BTC/USDT,66206.5,51511.26465,1.2852819756969411
2024-05-16,BTC/USDT,65235.21,51664.81125,1.262662311574786
2024-05-17,BTC/USDT,67024.0,51827.5576,1.2932116253149464
2024-05-18,BTC/USDT,66915.2,51988.93474999999,1.287104656438455
2024-05-19,BTC/USDT,66274.01,52143.197649999995,1.2710001109799602
2024-05-20,BTC/USDT,71446.62,52325.7228,1.3654206034206944
2024-05-21,BTC/USDT,70148.34,52502.880600000004,1.3360855480375298
2024-05-22,BTC/USDT,69166.62,52673.40335,1.3131222894485703
2024-05-23,BTC/USDT,67969.65,52838.1922,1.2863734955716368
2024-05-24,BTC/USDT,68549.99,53005.7117,1.2932566661490559
2024-05-25,BTC/USDT,69290.57,53175.16895000001,1.30306252651784
2024-05-26,BTC/USDT,68507.67,53339.5837,1.2843682917607773
2024-05-27,BTC/USDT,69436.43,53503.2604,1.2977981057767463
2024-05-28,BTC/USDT,68398.39,53658.7442,1.2746923361654072
2024-05-29,BTC/USDT,67652.42,53811.3563,1.2572145482235317
2024-05-30,BTC/USDT,68352.17,53967.796500000004,1.2665362388846095
2024-05-31,BTC/USDT,67540.01,54123.1819,1.2478942964733564
2024-06-01,BTC/USDT,67766.85,54284.2602,1.248370149106315
2024-06-02,BTC/USDT,67765.63,54433.79735,1.2449182915584338
2024-06-03,BTC/USDT,68809.9,54597.029299999995,1.2603231509520978
2024-06-04,BTC/USDT,70537.84,54766.6489,1.2879707160611027
2024-06-05,BTC/USDT,71108.0,54939.348399999995,1.2943000248615981
2024-06-06,BTC/USDT,70799.06,55106.54439999999,1.2847668234482874
2024-06-07,BTC/USDT,69355.6,55266.078499999996,1.2549397728662801
2024-06-08,BTC/USDT,69310.46,55433.922549999996,1.2503257357890147
2024-06-09,BTC/USDT,69648.14,55595.12155,1.2527743092954888
2024-06-10,BTC/USDT,69540.0,55756.350150000006,1.247212197586789
2024-06-11,BTC/USDT,67314.24,55904.3535,1.204096564679887
2024-06-12,BTC/USDT,68263.99,56056.770099999994,1.2177653096713115
2024-06-13,BTC/USDT,66773.01,56203.398,1.188060017296463
2024-06-14,BTC/USDT,66043.99,56347.404449999995,1.1720857534547895
2024-06-15,BTC/USDT,66228.25,56489.451349999996,1.1724003051412182
2024-06-16,BTC/USDT,66676.87,56633.5625,1.1773384377858975
2024-06-17,BTC/USDT,66504.33,56777.46435,1.171315604903374
2024-06-18,BTC/USDT,65175.32,56909.92835,1.1452363742081568
2024-06-19,BTC/USDT,64974.37,57037.548449999995,1.139150818464043
2024-06-20,BTC/USDT,64869.99,57162.0371,1.1348439154908982
2024-06-21,BTC/USDT,64143.56,57272.7994,1.119965510189467
2024-06-22,BTC/USDT,64262.01,57373.74285,1.120059574429525
2024-06-23,BTC/USDT,63210.01,57470.979450000006,1.0998596266310892
2024-06-24,BTC/USDT,60293.3,57556.08024999999,1.0475574385557642
2024-06-25,BTC/USDT,61806.01,57644.25535,1.0721972141843272
2024-06-26,BTC/USDT,60864.99,57730.012299999995,1.0543041231952068
2024-06-27,BTC/USDT,61706.47,57819.5971,1.0672241436286314
2024-06-28,BTC/USDT,60427.84,57915.4693,1.0433799592814488
2024-06-29,BTC/USDT,60986.68,58012.940749999994,1.051259929449448
2024-06-30,BTC/USDT,62772.01,58112.455649999996,1.0801816804656061
2024-07-01,BTC/USDT,62899.99,58211.8443,1.0805359417207128
2024-07-02,BTC/USDT,62135.47,58312.82015,1.0655541927172596
2024-07-03,BTC/USDT,60208.58,58402.4729,1.030925181936945
2024-07-04,BTC/USDT,57050.01,58480.8497,0.9755331923639954
2024-07-05,BTC/USDT,56628.79,58550.70465000001,0.9671752088811111
2024-07-06,BTC/USDT,58230.13,58630.47535,0.9931717191851148
2024-07-07,BTC/USDT,55857.81,58691.41975000001,0.9517202043830264
2024-07-08,BTC/USDT,56714.62,58755.68385,0.9652618484500883
2024-07-09,BTC/USDT,58050.0,58826.088650000005,0.9868070669355984
2024-07-10,BTC/USDT,57725.85,58896.2071,0.9801284809730981
2024-07-11,BTC/USDT,57339.89,58967.94905,0.972390780479417
2024-07-12,BTC/USDT,57889.1,59039.5139,0.9805145092835867
2024-07-13,BTC/USDT,59204.02,59122.98935,1.001370543859349
2024-07-14,BTC/USDT,60797.91,59209.83465,1.0268211414436033
2024-07-15,BTC/USDT,64724.14,59320.63655,1.0910897752326967
2024-07-16,BTC/USDT,65043.99,59435.52175,1.094362227921386
2024-07-17,BTC/USDT,64087.99,59545.2603,1.076290365968893
2024-07-18,BTC/USDT,63987.92,59653.782,1.0726548737513406
2024-07-19,BTC/USDT,66660.0,59766.18425,1.1153464260184889
2024-07-20,BTC/USDT,67139.96,59877.14949999999,1.12129519458838
2024-07-21,BTC/USDT,68165.34,60003.75005000001,1.1360179979284475
2024-07-22,BTC/USDT,67532.01,60120.6546,1.1232746956817066
2024-07-23,BTC/USDT,65936.01,60229.6091,1.0947441131574602
2024-07-24,BTC/USDT,65376.0,60336.6475,1.0835205916934645
2024-07-25,BTC/USDT,65799.95,60446.00215,1.0885740604765537
2024-07-26,BTC/USDT,67907.99,60550.78689999999,1.1215046653671155
2024-07-27,BTC/USDT,67896.5,60659.719399999994,1.119301254136695
2024-07-28,BTC/USDT,68249.88,60767.69885000001,1.1231276038355367
2024-07-29,BTC/USDT,66784.69,60869.9265,1.097170537901011
2024-07-30,BTC/USDT,66188.0,60986.95285,1.0852813086561677
2024-07-31,BTC/USDT,64628.0,61095.8529,1.057813205517915
2024-08-01,BTC/USDT,65354.02,61213.96125,1.0676325901062316
2024-08-02,BTC/USDT,61498.33,61308.8974,1.00308980601566
2024-08-03,BTC/USDT,60697.99,61396.6976,0.9886197853091043
2024-08-04,BTC/USDT,58161.0,61473.6221,0.9461131134487031
2024-08-05,BTC/USDT,54018.81,61537.07865,0.877825388937276
2024-08-06,BTC/USDT,56022.01,61608.89355000001,0.9093169309157313
2024-08-07,BTC/USDT,55134.16,61676.08415,0.8939309419500492
2024-08-08,BTC/USDT,61685.99,61776.61245,0.9985330621669593
2024-08-09,BTC/USDT,60837.99,61882.96230000001,0.9831137317742785
2024-08-10,BTC/USDT,60923.51,61988.091850000004,0.9828260264475297
2024-08-11,BTC/USDT,58712.59,62081.2304,0.9457381824056116
2024-08-12,BTC/USDT,59346.64,62178.158149999996,0.954461208980022
2024-08-13,BTC/USDT,60587.15,62271.97635,0.9729440681225465
2024-08-14,BTC/USDT,58683.39,62354.79014999999,0.9411208001635782
2024-08-15,BTC/USDT,57541.06,62432.34015,0.9216547043047207
2024-08-16,BTC/USDT,58874.6,62510.199649999995,0.9418398970031125
2024-08-17,BTC/USDT,59491.99,62592.9541,0.9504582561314197
2024-08-18,BTC/USDT,58427.35,62672.19085,0.932269148526184
2024-08-19,BTC/USDT,59438.5,62753.96865,0.947167187648458
2024-08-20,BTC/USDT,59013.8,62833.03765,0.9392160908839969
2024-08-21,BTC/USDT,61156.03,62923.762350000005,0.9719067601176266
2024-08-22,BTC/USDT,60375.84,63012.72715,0.9581531022499158
2024-08-23,BTC/USDT,64037.24,63119.36985,1.0145418142193319
2024-08-24,BTC/USDT,64157.01,63224.660149999996,1.0147466170286723
2024-08-25,BTC/USDT,64220.0,63324.012149999995,1.0141492590184844
2024-08-26,BTC/USDT,62834.0,63411.7389,0.9908890859954008
2024-08-27,BTC/USDT,59415.0,63473.15005,0.9360650913527492
2024-08-28,BTC/USDT,59034.9,63529.5691,0.9292507541972294
2024-08-29,BTC/USDT,59359.01,63584.864199999996,0.9335399351218557
2024-08-30,BTC/USDT,59123.99,63630.897800000006,0.9291710795254564
2024-08-31,BTC/USDT,58973.99,63677.2698,0.9261387962333774
2024-09-01,BTC/USDT,57301.86,63704.803250000004,0.8994904163682508
2024-09-02,BTC/USDT,59132.13,63741.063899999994,0.9276928620577982
2024-09-03,BTC/USDT,57487.73,63767.882000000005,0.9015154368777686
2024-09-04,BTC/USDT,57970.9,63799.5233,0.9086415854144791
2024-09-05,BTC/USDT,56180.0,63819.73495,0.8802919668032874
2024-09-06,BTC/USDT,53962.97,63830.67615,0.8454080898843808
2024-09-07,BTC/USDT,54160.86,63840.186349999996,0.8483819220555894
2024-09-08,BTC/USDT,54869.95,63855.28915,0.8592859061542594
2024-09-09,BTC/USDT,57042.0,63884.05705,0.8928988331995736
2024-09-10,BTC/USDT,57635.99,63918.51625,0.9017103866205592
2024-09-11,BTC/USDT,57338.0,63947.36515,0.89664366726453
2024-09-12,BTC/USDT,58132.32,63979.3825,0.9086102073585971
2024-09-13,BTC/USDT,60498.0,64009.49015,0.945141101080931
2024-09-14,BTC/USDT,59993.03,64024.268599999996,0.937035772713224
2024-09-15,BTC/USDT,59132.0,64007.768099999994,0.9238253692523299
2024-09-16,BTC/USDT,58213.99,63993.18315,0.9096904878687848
2024-09-17,BTC/USDT,60313.99,63982.813599999994,0.9426592331038097
2024-09-18,BTC/USDT,61759.99,63981.677149999996,0.9652761970463603
2024-09-19,BTC/USDT,62947.99,63980.84725,0.9838567744193165
2024-09-20,BTC/USDT,63201.05,63955.62395000001,0.9882016013073389
2024-09-21,BTC/USDT,63348.96,63953.748700000004,0.9905433424577346
2024-09-22,BTC/USDT,63578.76,63941.2723,0.9943305429035075
2024-09-23,BTC/USDT,63339.99,63923.8564,0.9908662206430963
2024-09-24,BTC/USDT,64262.7,63904.54895,1.0056044687879766
2024-09-25,BTC/USDT,63152.01,63878.74265000001,0.988623247423922
2024-09-26,BTC/USDT,65173.99,63859.8332,1.02057876969212
2024-09-27,BTC/USDT,65769.95,63828.29245,1.0304200140011734
2024-09-28,BTC/USDT,65858.0,63800.322400000005,1.0322518370220648
2024-09-29,BTC/USDT,65602.01,63762.9704,1.0288418119241194
2024-09-30,BTC/USDT,63327.59,63722.66365,0.9938001077266643
2024-10-01,BTC/USDT,60805.78,63679.19329999999,0.9548767320832252
2024-10-02,BTC/USDT,60649.28,63655.936550000006,0.9527670675674003
2024-10-03,BTC/USDT,60752.71,63617.73269999999,0.9549650297424072
2024-10-04,BTC/USDT,62086.0,63590.11274999999,0.9763467513273124
2024-10-05,BTC/USDT,62058.0,63590.715749999996,0.9758971772542127
2024-10-06,BTC/USDT,62819.91,63565.61274999999,0.9882687711525286
2024-10-07,BTC/USDT,62224.0,63549.2264,0.979146458972473
2024-10-08,BTC/USDT,62160.49,63541.04564999999,0.9782730102113137
2024-10-09,BTC/USDT,60636.02,63524.27569999999,0.9545330400359056
2024-10-10,BTC/USDT,60326.39,63489.85769999999,0.9501736526966575
2024-10-11,BTC/USDT,62540.0,63453.157649999994,0.9856089486509582
2024-10-12,BTC/USDT,63206.22,63419.24875,0.996640944915009
2024-10-13,BTC/USDT,62870.02,63386.2489,0.9918558219020908
2024-10-14,BTC/USDT,66083.99,63362.765849999996,1.0429467387273152
2024-10-15,BTC/USDT,67074.14,63348.88385,1.0588053951956093
2024-10-16,BTC/USDT,67620.01,63339.073000000004,1.0675876168885514
2024-10-17,BTC/USDT,67421.78,63319.78185,1.0647822533519988
2024-10-18,BTC/USDT,68428.0,63313.67285,1.0807776096344408
2024-10-19,BTC/USDT,68378.0,63328.2429,1.0797394159186438
2024-10-20,BTC/USDT,69031.99,63343.58645,1.0898023599356839
2024-10-21,BTC/USDT,67377.5,63338.035,1.0637762917652875
2024-10-22,BTC/USDT,67426.0,63336.0619,1.0645751879309693
2024-10-23,BTC/USDT,66668.65,63324.92515,1.0528026656498937
2024-10-24,BTC/USDT,68198.28,63319.1146,1.0770567534120257
2024-10-25,BTC/USDT,66698.33,63294.50625,1.0537775543513306
2024-10-26,BTC/USDT,67092.76,63284.24005,1.0601811753920238
2024-10-27,BTC/USDT,68021.7,63271.19314999999,1.0750816700854329
2024-10-28,BTC/USDT,69962.21,63270.97305,1.1057552401590576
2024-10-29,BTC/USDT,72736.42,63299.07255,1.1490914016559315
2024-10-30,BTC/USDT,72344.74,63341.1737,1.1421439764069292
2024-10-31,BTC/USDT,70292.01,63364.32455,1.109331007616651
2024-11-01,BTC/USDT,69496.01,63394.70465,1.0962431386609512
2024-11-02,BTC/USDT,69374.74,63422.611399999994,1.093848683751928
2024-11-03,BTC/USDT,68775.99,63460.1045,1.0837673612718366
2024-11-04,BTC/USDT,67850.01,63482.00415,1.0688069935485802
2024-11-05,BTC/USDT,69372.01,63509.77415,1.092304466965263
2024-11-06,BTC/USDT,75571.99,63562.931150000004,1.1889317977117864
2024-11-07,BTC/USDT,75857.89,63617.51485000001,1.1924057420171292
2024-11-08,BTC/USDT,76509.78,63665.96715,1.2017374968912258
2024-11-09,BTC/USDT,76677.46,63717.28445000001,1.203401253864955
2024-11-10,BTC/USDT,80370.01,63797.686550000006,1.259763705334547
2024-11-11,BTC/USDT,88647.99,63918.4348,1.3868923774084656
2024-11-12,BTC/USDT,87952.01,64039.344800000006,1.3734058378436125
2024-11-13,BTC/USDT,90375.2,64173.910899999995,1.4082856838946372
2024-11-14,BTC/USDT,87325.59,64294.94575,1.3582030279572948
2024-11-15,BTC/USDT,91032.07,64430.7761,1.4128662653188186
2024-11-16,BTC/USDT,90586.92,64580.3507,1.4027009611764154
2024-11-17,BTC/USDT,89855.99,64737.8058,1.3879986955010453
2024-11-18,BTC/USDT,90464.08,64894.823150000004,1.394010733196674
2024-11-19,BTC/USDT,92310.79,65041.96704999999,1.4192496658201854
2024-11-20,BTC/USDT,94286.56,65193.93965,1.4462473123450823
2024-11-21,BTC/USDT,98317.12,65365.46525,1.5041141315826554
2024-11-22,BTC/USDT,98892.0,65544.0993,1.5087857039176675
2024-11-23,BTC/USDT,97672.4,65720.9009,1.4861695238873391
2024-11-24,BTC/USDT,97900.04,65904.43595,1.4854848325274226
2024-11-25,BTC/USDT,93010.01,66054.11594999999,1.4080880299783953
2024-11-26,BTC/USDT,91965.16,66209.9418,1.3889932161215102
2024-11-27,BTC/USDT,95863.11,66385.1274,1.4440449804725388
2024-11-28,BTC/USDT,95643.98,66555.92735,1.4370467636493687
2024-11-29,BTC/USDT,97460.0,66728.52695,1.4605447543151557
2024-11-30,BTC/USDT,96407.99,66902.67945,1.4410183686596727
2024-12-01,BTC/USDT,97185.18,67057.57285,1.4492797139764058
2024-12-02,BTC/USDT,95840.62,67210.59989999999,1.4259747739582371
2024-12-03,BTC/USDT,95849.69,67354.72835,1.4230580739919203
2024-12-04,BTC/USDT,98587.32,67513.08895,1.4602697274451995
2024-12-05,BTC/USDT,96945.63,67666.44705,1.4326986893277411
