data,moeda,close,media_movel_200
2024-03-17,SOL/USDT,201.86,70.98425
2024-03-18,SOL/USDT,195.92,71.86515
2024-03-19,SOL/USDT,169.82,72.6176
2024-03-20,SOL/USDT,191.77,73.47895
2024-03-21,SOL/USDT,179.46,74.2784
2024-03-22,SOL/USDT,175.21,75.05685
2024-03-23,SOL/USDT,172.65,75.8188
2024-03-24,SOL/USDT,183.88,76.64
2024-03-25,SOL/USDT,188.99,77.48535
2024-03-26,SOL/USDT,190.46,78.3396
2024-03-27,SOL/USDT,186.33,79.17405
2024-03-28,SOL/USDT,189.63,80.031
2024-03-29,SOL/USDT,192.01,80.90245
2024-03-30,SOL/USDT,194.2,81.78384999999999
2024-03-31,SOL/USDT,202.45,82.7041
2024-04-01,SOL/USDT,192.24,83.57105000000001
2024-04-02,SOL/USDT,181.53,84.38300000000001
2024-04-03,SOL/USDT,185.05,85.21265
2024-04-04,SOL/USDT,184.0,86.0386
2024-04-05,SOL/USDT,174.37,86.81224999999999
2024-04-06,SOL/USDT,178.68,87.60549999999999
2024-04-07,SOL/USDT,179.52,88.40164999999999
2024-04-08,SOL/USDT,180.68,89.20774999999999
2024-04-09,SOL/USDT,172.42,89.9727
2024-04-10,SOL/USDT,173.31,90.7418
2024-04-11,SOL/USDT,172.37,91.50685
2024-04-12,SOL/USDT,153.16,92.17569999999999
2024-04-13,SOL/USDT,138.47,92.77289999999999
2024-04-14,SOL/USDT,151.25,93.43345
2024-04-15,SOL/USDT,138.51,94.0262
2024-04-16,SOL/USDT,136.22,94.6059
2024-04-17,SOL/USDT,131.84,95.15825
2024-04-18,SOL/USDT,142.07,95.74924999999999
2024-04-19,SOL/USDT,142.5,96.3449
2024-04-20,SOL/USDT,151.22,96.98299999999999
2024-04-21,SOL/USDT,148.8,97.61135
2024-04-22,SOL/USDT,156.95,98.2826
2024-04-23,SOL/USDT,154.75,98.9393
2024-04-24,SOL/USDT,147.78,99.5617
2024-04-25,SOL/USDT,144.84,100.1698
2024-04-26,SOL/USDT,139.23,100.75545
2024-04-27,SOL/USDT,141.31,101.35145
2024-04-28,SOL/USDT,137.99,101.93135000000001
2024-04-29,SOL/USDT,137.77,102.51379999999999
2024-04-30,SOL/USDT,126.77,103.03845
2024-05-01,SOL/USDT,134.64,103.60165
2024-05-02,SOL/USDT,137.58,104.1799
2024-05-03,SOL/USDT,143.69,104.77859999999998
2024-05-04,SOL/USDT,146.05,105.3892
2024-05-05,SOL/USDT,145.73,106.00075000000001
2024-05-06,SOL/USDT,152.82,106.64020000000001
2024-05-07,SOL/USDT,148.03,107.24520000000001
2024-05-08,SOL/USDT,142.18,107.80950000000001
2024-05-09,SOL/USDT,152.57,108.4271
2024-05-10,SOL/USDT,146.01,108.99775000000001
2024-05-11,SOL/USDT,145.42,109.574
2024-05-12,SOL/USDT,143.43,110.12895
2024-05-13,SOL/USDT,147.54,110.70280000000001
2024-05-14,SOL/USDT,142.03,111.2543
2024-05-15,SOL/USDT,158.52,111.88875
2024-05-16,SOL/USDT,159.37,112.52145
2024-05-17,SOL/USDT,169.44,113.19395
2024-05-18,SOL/USDT,172.4,113.86395
2024-05-19,SOL/USDT,169.93,114.50785
2024-05-20,SOL/USDT,186.7,115.2402
2024-05-21,SOL/USDT,178.15,115.93369999999999
2024-05-22,SOL/USDT,176.95,116.6064
2024-05-23,SOL/USDT,176.16,117.28144999999999
2024-05-24,SOL/USDT,167.7,117.90915
2024-05-25,SOL/USDT,168.35,118.53625
2024-05-26,SOL/USDT,163.41,119.13765000000001
2024-05-27,SOL/USDT,170.15,119.76195
2024-05-28,SOL/USDT,168.68,120.322
2024-05-29,SOL/USDT,168.32,120.8819
2024-05-30,SOL/USDT,166.88,121.4349
2024-05-31,SOL/USDT,165.65,122.00515
2024-06-01,SOL/USDT,166.14,122.5518
2024-06-02,SOL/USDT,163.15,123.04039999999999
2024-06-03,SOL/USDT,164.89,123.57584999999999
2024-06-04,SOL/USDT,171.78,124.14220000000002
2024-06-05,SOL/USDT,173.54,124.71709999999999
2024-06-06,SOL/USDT,170.15,125.26235000000001
2024-06-07,SOL/USDT,162.5,125.792
2024-06-08,SOL/USDT,157.83,126.3229
2024-06-09,SOL/USDT,162.12,126.8457
2024-06-10,SOL/USDT,159.05,127.3584
2024-06-11,SOL/USDT,149.31,127.82065
2024-06-12,SOL/USDT,155.22,128.30265
2024-06-13,SOL/USDT,147.29,128.75125
2024-06-14,SOL/USDT,143.05,129.19119999999998
2024-06-15,SOL/USDT,145.52,129.62789999999998
2024-06-16,SOL/USDT,151.3,130.08785
2024-06-17,SOL/USDT,143.27,130.5077
2024-06-18,SOL/USDT,137.41,130.896
2024-06-19,SOL/USDT,135.62,131.2558
2024-06-20,SOL/USDT,133.55,131.60865
2024-06-21,SOL/USDT,134.6,131.97344999999999
2024-06-22,SOL/USDT,133.69,132.33675000000002
2024-06-23,SOL/USDT,128.69,132.67095
2024-06-24,SOL/USDT,132.33,132.9939
2024-06-25,SOL/USDT,136.58,133.3021
2024-06-26,SOL/USDT,136.81,133.62465
2024-06-27,SOL/USDT,149.71,133.99885
2024-06-28,SOL/USDT,140.03,134.34775
2024-06-29,SOL/USDT,140.28,134.70615
2024-06-30,SOL/USDT,146.61,135.0861
2024-07-01,SOL/USDT,146.67,135.44105
2024-07-02,SOL/USDT,154.03,135.84865
2024-07-03,SOL/USDT,140.84,136.18425
2024-07-04,SOL/USDT,127.86,136.4692
2024-07-05,SOL/USDT,134.32,136.7687
2024-07-06,SOL/USDT,143.05,137.11895
2024-07-07,SOL/USDT,131.64,137.3661
2024-07-08,SOL/USDT,139.81,137.59595
2024-07-09,SOL/USDT,141.42,137.81355000000002
2024-07-10,SOL/USDT,141.98,137.98405
2024-07-11,SOL/USDT,135.73,138.10045
2024-07-12,SOL/USDT,139.46,138.1932
2024-07-13,SOL/USDT,141.9,138.34025000000003
2024-07-14,SOL/USDT,147.66,138.544
2024-07-15,SOL/USDT,159.38,138.8319
2024-07-16,SOL/USDT,160.62,139.10415
2024-07-17,SOL/USDT,155.5,139.37215
2024-07-18,SOL/USDT,159.22,139.65965
2024-07-19,SOL/USDT,169.13,139.95575
2024-07-20,SOL/USDT,173.6,140.2901
2024-07-21,SOL/USDT,184.49,140.71995
2024-07-22,SOL/USDT,178.9,141.08990000000003
2024-07-23,SOL/USDT,173.03,141.45535
2024-07-24,SOL/USDT,178.06,141.8768
2024-07-25,SOL/USDT,171.85,142.28885
2024-07-26,SOL/USDT,183.06,142.71475
2024-07-27,SOL/USDT,183.92,143.13755
2024-07-28,SOL/USDT,184.9,143.55205
2024-07-29,SOL/USDT,182.57,143.96540000000002
2024-07-30,SOL/USDT,179.16,144.4006
2024-07-31,SOL/USDT,171.71,144.7799
2024-08-01,SOL/USDT,167.37,145.1477
2024-08-02,SOL/USDT,152.77,145.43975
2024-08-03,SOL/USDT,142.52,145.6643
2024-08-04,SOL/USDT,138.33,145.84545
2024-08-05,SOL/USDT,129.78,146.02235000000002
2024-08-06,SOL/USDT,144.4,146.27625
2024-08-07,SOL/USDT,144.77,146.5357
2024-08-08,SOL/USDT,163.13,146.8959
2024-08-09,SOL/USDT,156.28,147.25809999999998
2024-08-10,SOL/USDT,154.01,147.6064
2024-08-11,SOL/USDT,141.57,147.87040000000002
2024-08-12,SOL/USDT,146.29,148.1673
2024-08-13,SOL/USDT,146.65,148.43914999999998
2024-08-14,SOL/USDT,143.71,148.68630000000002
2024-08-15,SOL/USDT,142.58,148.9193
2024-08-16,SOL/USDT,139.04,149.1061
2024-08-17,SOL/USDT,141.93,149.30875
2024-08-18,SOL/USDT,142.42,149.53605
2024-08-19,SOL/USDT,144.29,149.76845
2024-08-20,SOL/USDT,142.27,149.9769
2024-08-21,SOL/USDT,142.79,150.20105
2024-08-22,SOL/USDT,143.22,150.4397
2024-08-23,SOL/USDT,153.26,150.7277
2024-08-24,SOL/USDT,160.67,151.04665
2024-08-25,SOL/USDT,158.92,151.33555
2024-08-26,SOL/USDT,157.12,151.60735
2024-08-27,SOL/USDT,146.79,151.8066
2024-08-28,SOL/USDT,143.95,151.9813
2024-08-29,SOL/USDT,140.0,152.144
2024-08-30,SOL/USDT,137.99,152.27575
2024-08-31,SOL/USDT,135.35,152.3901
2024-09-01,SOL/USDT,128.5,152.44775
2024-09-02,SOL/USDT,134.94,152.55495000000002
2024-09-03,SOL/USDT,127.54,152.641
2024-09-04,SOL/USDT,133.64,152.7646
2024-09-05,SOL/USDT,129.41,152.85045
2024-09-06,SOL/USDT,125.05,152.91805
2024-09-07,SOL/USDT,127.71,153.01505
2024-09-08,SOL/USDT,130.15,153.14065
2024-09-09,SOL/USDT,135.08,153.30724999999998
2024-09-10,SOL/USDT,135.63,153.48590000000002
2024-09-11,SOL/USDT,132.42,153.62795
2024-09-12,SOL/USDT,136.05,153.79085
2024-09-13,SOL/USDT,139.02,153.93645
2024-09-14,SOL/USDT,137.14,154.08035
2024-09-15,SOL/USDT,131.37,154.14205
2024-09-16,SOL/USDT,131.47,154.171
2024-09-17,SOL/USDT,131.54,154.18155000000002
2024-09-18,SOL/USDT,134.34,154.20315
2024-09-19,SOL/USDT,142.89,154.2668
2024-09-20,SOL/USDT,146.66,154.33375
2024-09-21,SOL/USDT,149.41,154.45425
2024-09-22,SOL/USDT,144.63,154.52345
2024-09-23,SOL/USDT,144.79,154.5283
2024-09-24,SOL/USDT,152.73,154.56799999999998
2024-09-25,SOL/USDT,147.98,154.58644999999999
2024-09-26,SOL/USDT,155.55,154.64225
2024-09-27,SOL/USDT,157.64,154.68630000000002
2024-09-28,SOL/USDT,156.75,154.7148
2024-09-29,SOL/USDT,158.46,154.6876
2024-09-30,SOL/USDT,152.49,154.5668
2024-10-01,SOL/USDT,145.13,154.37269999999998
2024-10-02,SOL/USDT,140.18,154.16334999999998
2024-10-03,SOL/USDT,136.82,153.83814999999998
2024-10-04,SOL/USDT,143.24,153.57475
2024-10-05,SOL/USDT,142.59,153.4386
2024-10-06,SOL/USDT,146.48,153.21215
2024-10-07,SOL/USDT,143.96,153.03465
2024-10-08,SOL/USDT,143.49,152.87605
2024-10-09,SOL/USDT,139.33,152.70945
2024-10-10,SOL/USDT,139.03,152.4852
2024-10-11,SOL/USDT,145.53,152.2679
2024-10-12,SOL/USDT,146.4,152.0476
2024-10-13,SOL/USDT,147.74,151.85465
2024-10-14,SOL/USDT,157.59,151.69445
2024-10-15,SOL/USDT,154.76,151.50820000000002
2024-10-16,SOL/USDT,154.28,151.3086
2024-10-17,SOL/USDT,150.5,151.04885000000002
2024-10-18,SOL/USDT,154.94,150.86235
2024-10-19,SOL/USDT,159.79,150.75365
2024-10-20,SOL/USDT,167.4,150.6654
2024-10-21,SOL/USDT,166.17,150.57625
2024-10-22,SOL/USDT,167.59,150.54235
2024-10-23,SOL/USDT,170.85,150.5032
2024-10-24,SOL/USDT,177.19,150.49155000000002
2024-10-25,SOL/USDT,164.9,150.41264999999999
2024-10-26,SOL/USDT,170.88,150.40494999999999
2024-10-27,SOL/USDT,176.63,150.42155
2024-10-28,SOL/USDT,178.29,150.45115
2024-10-29,SOL/USDT,179.42,150.58245
2024-10-30,SOL/USDT,174.87,150.76445
2024-10-31,SOL/USDT,168.69,150.85165
2024-11-01,SOL/USDT,166.1,150.9896
2024-11-02,SOL/USDT,166.17,151.13935
2024-11-03,SOL/USDT,162.53,151.2928
2024-11-04,SOL/USDT,157.95,151.37220000000002
2024-11-05,SOL/USDT,166.62,151.49280000000002
2024-11-06,SOL/USDT,186.59,151.66965
2024-11-07,SOL/USDT,196.35,151.9074
2024-11-08,SOL/USDT,199.85,152.1219
2024-11-09,SOL/USDT,199.89,152.3476
2024-11-10,SOL/USDT,210.07,152.65905
2024-11-11,SOL/USDT,222.13,153.0455
2024-11-12,SOL/USDT,211.64,153.40755000000001
2024-11-13,SOL/USDT,215.13,153.77665000000002
2024-11-14,SOL/USDT,209.57,154.13455
2024-11-15,SOL/USDT,218.45,154.53795
2024-11-16,SOL/USDT,215.71,154.98265
2024-11-17,SOL/USDT,237.47,155.49679999999998
2024-11-18,SOL/USDT,239.79,156.00785
2024-11-19,SOL/USDT,237.63,156.47755
2024-11-20,SOL/USDT,235.48,156.9247
2024-11-21,SOL/USDT,256.37,157.47789999999998
2024-11-22,SOL/USDT,256.9,157.9983
2024-11-23,SOL/USDT,254.89,158.5326
2024-11-24,SOL/USDT,252.73,159.08535
2024-11-25,SOL/USDT,234.18,159.4934
2024-11-26,SOL/USDT,230.69,159.9168
2024-11-27,SOL/USDT,241.96,160.39950000000002
2024-11-28,SOL/USDT,237.59,160.87030000000001
2024-11-29,SOL/USDT,243.33,161.34924999999998
2024-11-30,SOL/USDT,237.6,161.8271
2024-12-01,SOL/USDT,236.8,162.2185
2024-12-02,SOL/USDT,225.72,162.55025
2024-12-03,SOL/USDT,233.92,162.87265
2024-12-04,SOL/USDT,229.15,163.1564
2024-12-05,SOL/USDT,235.84,163.48595
2024-12-06,SOL/USDT,236.87,163.73680000000002
2024-12-07,SOL/USDT,238.14,164.03674999999998
2024-12-08,SOL/USDT,237.02,164.3371
2024-12-09,SOL/USDT,216.63,164.53945
2024-12-10,SOL/USDT,213.6,164.76895000000002
2024-12-11,SOL/USDT,227.29,165.06365000000002
2024-12-12,SOL/USDT,226.96,165.38139999999999
2024-12-13,SOL/USDT,224.79,165.6546
2024-12-14,SOL/USDT,219.93,165.91084999999998
2024-12-15,SOL/USDT,224.27,166.1906
2024-12-16,SOL/USDT,216.19,166.43715
2024-12-17,SOL/USDT,223.15,166.72465
2024-12-18,SOL/USDT,206.53,166.9266
2024-12-19,SOL/USDT,193.81,167.07989999999998
2024-12-20,SOL/USDT,194.48,167.22785
2024-12-21,SOL/USDT,181.45,167.2762
2024-12-22,SOL/USDT,180.52,167.3111
2024-12-23,SOL/USDT,190.11,167.41089999999997
2024-12-24,SOL/USDT,197.09,167.58384999999998
2024-12-25,SOL/USDT,197.44,167.78190000000004
2024-12-26,SOL/USDT,188.46,167.9136
2024-12-27,SOL/USDT,184.22,168.03945
2024-12-28,SOL/USDT,195.5,168.2704
2024-12-29,SOL/USDT,189.94,168.444
2024-12-30,SOL/USDT,191.38,168.66445
2024-12-31,SOL/USDT,189.31,168.89575000000002
2025-01-01,SOL/USDT,194.28,169.13954999999999
2025-01-02,SOL/USDT,208.31,169.4246
2025-01-03,SOL/USDT,217.99,169.7982
2025-01-04,SOL/USDT,216.67,170.1945
2025-01-05,SOL/USDT,213.41,170.58344999999997
2025-01-06,SOL/USDT,218.22,171.0068
2025-01-07,SOL/USDT,202.17,171.34465
2025-01-08,SOL/USDT,197.48,171.6636
2025-01-09,SOL/USDT,184.95,171.94490000000002
2025-01-10,SOL/USDT,187.68,172.22164999999998
2025-01-11,SOL/USDT,188.09,172.4792
2025-01-12,SOL/USDT,188.51,172.73770000000002
2025-01-13,SOL/USDT,182.87,172.90349999999998
2025-01-14,SOL/USDT,187.57,173.1412
2025-01-15,SOL/USDT,205.86,173.4691
2025-01-16,SOL/USDT,211.14,173.79174999999998
2025-01-17,SOL/USDT,219.51,174.15595000000002
2025-01-18,SOL/USDT,261.97,174.69565
2025-01-19,SOL/USDT,252.42,175.25355
2025-01-20,SOL/USDT,242.19,175.8252
2025-01-21,SOL/USDT,250.33,176.40525000000002
2025-01-22,SOL/USDT,257.36,176.9768
2025-01-23,SOL/USDT,253.11,177.58414999999997
2025-01-24,SOL/USDT,253.37,178.15195
2025-01-25,SOL/USDT,256.41,178.72690000000003
2025-01-26,SOL/USDT,240.5,179.2195
2025-01-27,SOL/USDT,234.89,179.7153
2025-01-28,SOL/USDT,227.06,180.15329999999997
2025-01-29,SOL/USDT,228.16,180.58460000000002
2025-01-30,SOL/USDT,238.31,181.03785
2025-01-31,SOL/USDT,231.77,181.3998
2025-02-01,SOL/USDT,213.03,181.66185
2025-02-02,SOL/USDT,203.51,181.90189999999998
2025-02-03,SOL/USDT,216.28,182.18719999999996
2025-02-04,SOL/USDT,206.64,182.37474999999998
2025-02-05,SOL/USDT,196.12,182.48735
2025-02-06,SOL/USDT,189.54,182.5126
2025-02-07,SOL/USDT,191.99,182.57805
2025-02-08,SOL/USDT,199.32,182.70950000000002
2025-02-09,SOL/USDT,200.47,182.82155
2025-02-10,SOL/USDT,200.47,182.96465
2025-02-11,SOL/USDT,197.96,183.03915
2025-02-12,SOL/USDT,196.78,183.10344999999998
2025-02-13,SOL/USDT,194.25,183.1502
2025-02-14,SOL/USDT,199.39,183.2343
2025-02-15,SOL/USDT,194.48,183.3109
2025-02-16,SOL/USDT,188.27,183.3937
2025-02-17,SOL/USDT,177.53,183.44449999999998
2025-02-18,SOL/USDT,169.32,183.52724999999998
2025-02-19,SOL/USDT,168.93,183.65929999999997
2025-02-20,SOL/USDT,176.0,183.84765
2025-02-21,SOL/USDT,168.94,184.04345
2025-02-22,SOL/USDT,172.07,184.1818
2025-02-23,SOL/USDT,167.94,184.29765
2025-02-24,SOL/USDT,141.81,184.19105
2025-02-25,SOL/USDT,144.33,184.1313
2025-02-26,SOL/USDT,135.32,184.03785
2025-02-27,SOL/USDT,137.68,184.0184
2025-02-28,SOL/USDT,148.18,184.02785
2025-03-01,SOL/USDT,143.66,184.01289999999997
2025-03-02,SOL/USDT,178.71,184.1879
2025-03-03,SOL/USDT,142.16,184.18579999999997
2025-03-04,SOL/USDT,144.79,184.21455000000003
2025-03-05,SOL/USDT,146.28,184.2363
2025-03-06,SOL/USDT,143.31,184.24074999999996
2025-03-07,SOL/USDT,139.39,184.21624999999997
2025-03-08,SOL/USDT,137.01,184.18994999999998
2025-03-09,SOL/USDT,126.51,184.10855
2025-03-10,SOL/USDT,118.32,183.98405
2025-03-11,SOL/USDT,125.35,183.8445
2025-03-12,SOL/USDT,126.62,183.67425
2025-03-13,SOL/USDT,123.37,183.49649999999997
2025-03-14,SOL/USDT,134.92,183.38549999999998
2023-10-31,XRP/USDT,0.5996,0.5298635
2023-11-01,XRP/USDT,0.6085,0.53031
2023-11-02,XRP/USDT,0.6054,0.5307325
2023-11-03,XRP/USDT,0.6121,0.5312385
2023-11-04,XRP/USDT,0.6149,0.531651
2023-11-05,XRP/USDT,0.6607,0.532499
2023-11-06,XRP/USDT,0.7148,0.533697
2023-11-07,XRP/USDT,0.685,0.5348765
2023-11-08,XRP/USDT,0.6869,0.5359515
2023-11-09,XRP/USDT,0.6665,0.5369605
2023-11-10,XRP/USDT,0.6595,0.5379525
2023-11-11,XRP/USDT,0.6626,0.538918
2023-11-12,XRP/USDT,0.6613,0.5399155
2023-11-13,XRP/USDT,0.6702,0.540933
2023-11-14,XRP/USDT,0.6296,0.5416829999999999
2023-11-15,XRP/USDT,0.6481,0.5425335
2023-11-16,XRP/USDT,0.6119,0.5432405
2023-11-17,XRP/USDT,0.6133,0.5439824999999999
2023-11-18,XRP/USDT,0.6106,0.544713
2023-11-19,XRP/USDT,0.6258,0.545526
2023-11-20,XRP/USDT,0.6122,0.5462830000000001
2023-11-21,XRP/USDT,0.5788,0.5468415
2023-11-22,XRP/USDT,0.6109,0.547605
2023-11-23,XRP/USDT,0.6209,0.5484645
2023-11-24,XRP/USDT,0.6212,0.549429
2023-11-25,XRP/USDT,0.6228,0.5503985
2023-11-26,XRP/USDT,0.6157,0.5513255
2023-11-27,XRP/USDT,0.6039,0.5522415
2023-11-28,XRP/USDT,0.6107,0.5531425
2023-11-29,XRP/USDT,0.6091,0.554068
2023-11-30,XRP/USDT,0.6063,0.554973
2023-12-01,XRP/USDT,0.6125,0.555899
2023-12-02,XRP/USDT,0.6208,0.5567905000000001
2023-12-03,XRP/USDT,0.6229,0.557663
2023-12-04,XRP/USDT,0.6245,0.5584875
2023-12-05,XRP/USDT,0.621,0.559255
2023-12-06,XRP/USDT,0.64,0.5601125
2023-12-07,XRP/USDT,0.6432,0.561041
2023-12-08,XRP/USDT,0.6721,0.5620925
2023-12-09,XRP/USDT,0.6584,0.563059
2023-12-10,XRP/USDT,0.6617,0.5641025
2023-12-11,XRP/USDT,0.6187,0.5649270000000001
2023-12-12,XRP/USDT,0.6192,0.565681
2023-12-13,XRP/USDT,0.6275,0.5664615
2023-12-14,XRP/USDT,0.6316,0.5672095
2023-12-15,XRP/USDT,0.6156,0.5678145
2023-12-16,XRP/USDT,0.6203,0.5683135
2023-12-17,XRP/USDT,0.6103,0.568782
2023-12-18,XRP/USDT,0.6125,0.5693119999999999
2023-12-19,XRP/USDT,0.6047,0.5697135
2023-12-20,XRP/USDT,0.6171,0.570205
2023-12-21,XRP/USDT,0.6241,0.570646
2023-12-22,XRP/USDT,0.6244,0.571223
2023-12-23,XRP/USDT,0.6195,0.5716705000000001
2023-12-24,XRP/USDT,0.6121,0.5721395
2023-12-25,XRP/USDT,0.6462,0.5727525
